ExportedOn
7/19/2022 2:51:06 PM

SampleClass,AgencyCode,StationNumber,RiverSubBasinCode,StationType,StationNameDescription,StationComment,LatititudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCodeDescription,TotalSampleCount,EarliestSample,PriorTo1970,During1970_79,During1980_89,During1990_99,During2000_2009,During2010_2019,MostRecentSampleDate,Inorganics_ions_physicals_nutrients_bacteria,Metals,Pesticides,Organics_No_Pesticides
A,211,AB07MA0170,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.49472,-110.38472,0 (WATER),1,29-Aug-1976,0,1,0,0,0,0,29-Aug-1976,1,0,0,0
A,211,AB07MA0180,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.53833,-110.07806,0 (WATER),1,29-Aug-1976,0,1,0,0,0,0,29-Aug-1976,1,0,0,0
A,211,AB07MA0190,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.53833,-110.21750,0 (WATER),1,27-Aug-1976,0,1,0,0,0,0,27-Aug-1976,1,0,0,0
A,211,AB07MA0200,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.64000,-111.16556,0 (WATER),1,27-Aug-1976,0,1,0,0,0,0,27-Aug-1976,1,0,0,0
A,211,AB07MA0210,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.61111,-110.61389,0 (WATER),1,27-Aug-1976,0,1,0,0,0,0,27-Aug-1976,1,0,0,0
A,211,AB07MA0220,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.62556,-110.55750,0 (WATER),1,27-Aug-1976,0,1,0,0,0,0,27-Aug-1976,1,0,0,0
A,211,AB07MA0230,07MA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.77083,-110.10694,0 (WATER),1,27-Aug-1976,0,1,0,0,0,0,27-Aug-1976,1,0,0,0
A,211,AB07MD0010,07MD,1 (LAKE),LAKE ATHABASCA PROFILE SITE - ABOUT 0.5 KM SOUTH OF FT.CHIP WATER INTAKE,,58.70833,-111.15000,0 (WATER),64,16-Mar-1987,0,0,58,3,3,0,17-Oct-2000,57,9,0,3
A,211,AB07MD0020,07MD,1 (LAKE),LAKE ATHABASCA 0.5 KM NORTH OF POTATO ISLAND PROFILE SITE,,58.70000,-111.14583,0 (WATER),1,21-Mar-1990,0,0,0,1,0,0,21-Mar-1990,1,1,0,0
A,211,AB07MD0030,07MD,1 (LAKE),LAKE ATHABASCA AT CENTRE OF ALLISON BAY - GRAB,,58.76222,-111.02361,0 (WATER),15,22-Sep-1992,0,0,0,15,0,0,03-Oct-1994,14,13,0,0
A,211,AB07MD0040,07MD,1 (LAKE),LAKE ATHABASCA PROFILE SITE - MAIN AREA OF LAKE ABOUT 7 KM SE OF CYPRESS POINT IN ALBERTA,,59.15278,-110.13611,0 (WATER),40,06-Jul-1987,0,0,39,1,0,0,20-Jan-1993,27,1,0,0
A,211,AB07MD0050,07MD,1 (LAKE),LAKE ATHABASCA COMPOSITE - MAIN AREA OF LAKE IN ALBERTA,,59.05000,-110.21667,0 (WATER),4,06-Jul-1987,0,0,4,0,0,0,06-Jul-1989,3,3,0,1
A,211,AB07MD0060,07MD,1 (LAKE),LAKE ATHABASCA AT SANDY POINT - DUE WEST OF TIP OF SANDY POINT,,58.94167,-110.68333,0 (WATER),19,05-Jul-1977,0,9,2,8,0,0,18-Jul-1994,19,17,0,0
A,211,AB07MD0070,07MD,1 (LAKE),LAKE ATHABASCA PROFILE SITE - MAIN AREA OF LAKE ABOUT 5 KM NE OF EGG ISLAND,SEPTEMBER 1987,58.99167,-110.35833,0 (WATER),25,06-Jul-1987,0,0,25,0,0,0,08-Aug-1988,25,0,0,0
A,211,AB07MD0090,07MD,1 (LAKE),FLORENCE LAKE COMPOSITE,JANUARY 1988,59.28778,-110.39417,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07MD0100,07MD,1 (LAKE),FLORENCE LAKE PROFILE AT CENTRE,JANUARY 1988,59.28778,-110.39417,0 (WATER),18,12-Sep-1983,0,0,18,0,0,0,12-Sep-1983,18,0,0,0
A,211,AB07MD0110,07MD,1 (LAKE),WYLIE LAKE COMPOSITE,JANUARY 1988,59.33306,-110.37472,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07MD0120,07MD,1 (LAKE),WYLIE LAKE PROFILE AT CENTRE,JANUARY 1988,59.33306,-110.37472,0 (WATER),21,12-Sep-1983,0,0,21,0,0,0,12-Sep-1983,21,0,0,0
A,211,AB07MD0130,07MD,1 (LAKE),UNNAMED LAKE (N. OF WYLIE LAKE) COMPOSITE,JANUARY 1988,59.43250,-110.30611,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07MD0140,07MD,1 (LAKE),UNNAMED LAKE (N. OF WYLIE LAKE) PROFILE AT CENTRE,JANUARY 1988,59.43250,-110.30611,0 (WATER),3,12-Sep-1983,0,0,3,0,0,0,12-Sep-1983,3,0,0,0
A,211,AB07MD0150,07MD,1 (LAKE),COLIN LAKE COMPOSITE,JANUARY 1988,59.59750,-110.12194,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07MD0160,07MD,1 (LAKE),COLIN LAKE PROFILE AT CENTRE,JANUARY 1988,59.59750,-110.12194,0 (WATER),16,12-Sep-1983,0,0,16,0,0,0,12-Sep-1983,16,0,0,0
A,211,AB07MD0170,07MD,1 (LAKE),WEEKES LAKE (L107): RAMP S1 COMPOSITE,JANUARY 1988.  Alternate name: 118,59.71834,-110.01388,0 (WATER),19,12-Sep-1983,0,0,1,1,9,8,22-Aug-2017,19,17,0,0
A,211,AB07MD0180,07MD,1 (LAKE),WEEKES LAKE (L107): RAMP S1 PROFILE AT CENTRE,Alternate name: 118  JANUARY 1988,59.72194,-110.01583,0 (WATER),252,12-Sep-1983,0,0,30,16,83,123,22-Aug-2017,250,0,0,0
A,211,AB07MD0190,07MD,1 (LAKE),WHALEBACK LAKE COMPOSITE,JANUARY 1988,59.70778,-110.35500,0 (WATER),2,13-Sep-1983,0,0,1,1,0,0,12-Aug-1992,2,1,0,0
A,211,AB07MD0200,07MD,1 (LAKE),WHALEBACK LAKE PROFILE AT CENTRE,JANUARY 1988,59.70778,-110.35500,0 (WATER),11,13-Sep-1983,0,0,1,10,0,0,12-Aug-1992,9,0,0,0
A,211,AB07MD0210,07MD,1 (LAKE),DORIE LAKE NEAR FORT CHIPEWYAN - AOSERP,,58.62500,-111.03889,0 (WATER),2,16-Aug-1977,0,2,0,0,0,0,17-Jan-1978,1,0,0,0
A,211,AB07MD0250,07MD,1 (LAKE),UNNAMED LAKE GRAB,THIRD PARTY SAMPLED APRIL 1988,59.50000,-110.33333,0 (WATER),1,24-Jul-1974,0,1,0,0,0,0,24-Jul-1974,1,0,0,0
A,211,AB07MD0260,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.13472,-110.67694,0 (WATER),1,28-Aug-1978,0,1,0,0,0,0,28-Aug-1978,1,0,0,0
A,211,AB07MD0270,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.29444,-110.25028,0 (WATER),1,28-Aug-1978,0,1,0,0,0,0,28-Aug-1978,1,0,0,0
A,211,AB07MD0280,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.42556,-110.45889,0 (WATER),1,28-Aug-1978,0,1,0,0,0,0,28-Aug-1978,1,0,0,0
A,211,AB07MD0290,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.51278,-110.45389,0 (WATER),1,04-Sep-1978,0,1,0,0,0,0,04-Sep-1978,1,0,0,0
A,211,AB07MD0300,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.51278,-110.45389,0 (WATER),1,04-Sep-1978,0,1,0,0,0,0,04-Sep-1978,1,0,0,0
A,211,AB07MD0310,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.61444,-113.61611,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07MD0320,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.61444,-110.36778,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07MD0330,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.82889,-111.34639,0 (WATER),1,24-Aug-1976,0,1,0,0,0,0,24-Aug-1976,1,0,0,0
A,211,AB07MD0340,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.66917,-110.83917,0 (WATER),1,24-Aug-1976,0,1,0,0,0,0,24-Aug-1976,1,0,0,0
A,211,AB07MD0350,07MD,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.81444,-110.95194,0 (WATER),1,24-Aug-1976,0,1,0,0,0,0,24-Aug-1976,1,0,0,0
A,211,AB07MD0410,07MD,1 (LAKE),UNNAMED LAKE (A301): RAMP S4 COMPOSITE,Alternate name: 473,59.17083,-110.56000,0 (WATER),17,05-Oct-2001,0,0,0,0,9,8,22-Aug-2017,16,16,0,0
A,211,AB07MD0420,07MD,1 (LAKE),UNNAMED LAKE (A301): RAMP S4 PROFILE AT CENTRE,Alternate name: 473,59.17100,-110.56000,0 (WATER),137,05-Oct-2001,0,0,0,0,60,77,22-Aug-2017,133,0,0,0
A,211,AB07NA0010,07NA,0 (RIVER OR STREAM),RIVIERE DES ROCHERS AT DEVILS GATE,,58.79222,-111.23833,0 (WATER),16,23-Sep-1992,0,0,0,16,0,0,05-Dec-1996,16,14,0,0
A,211,AB07NA0030,07NA,0 (RIVER OR STREAM),RIVIERE DES ROCHERS 150 M U/S OF REVILLION COUPE - AOSERP,,58.84500,-111.25889,0 (WATER),80,07-Sep-1976,0,22,52,6,0,0,27-Mar-1991,69,62,0,1
A,211,AB07NA0040,07NA,0 (RIVER OR STREAM),SLAVE RIVER 2 KM U/S OF LA BUTTE CREEK LEFT BANK,,59.39833,-111.45611,0 (WATER),5,21-Mar-1990,0,0,0,5,0,0,27-Mar-1991,2,2,0,0
A,211,AB07NA0050,07NA,0 (RIVER OR STREAM),SLAVE RIVER 2 KM U/S OF LA BUTTE CREEK - RIGHT BANK,,59.39833,-111.44722,0 (WATER),5,21-Mar-1990,0,0,0,5,0,0,27-Mar-1991,2,2,0,0
A,211,AB07NA0070,07NA,0 (RIVER OR STREAM),RIVIERE DES ROCHERS AT MILE 217.5 - AOSERP,,58.82028,-111.27500,0 (WATER),1,30-May-1977,0,1,0,0,0,0,30-May-1977,1,1,0,0
A,211,AB07NA0080,07NA,1 (LAKE),UNNAMED LAKE (E. OF SLAVE RIVER) COMPOSITE,JANUARY 1988,59.06444,-111.13083,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07NA0090,07NA,1 (LAKE),UNNAMED LAKE (E. OF SLAVE RIVER) PROFILE AT CENTRE,JANUARY 1988,59.06444,-111.13083,0 (WATER),8,12-Sep-1983,0,0,8,0,0,0,12-Sep-1983,8,0,0,0
A,211,AB07NA0100,07NA,1 (LAKE),BARROW LAKE COMPOSITE,JANUARY 1988,59.26167,-111.20111,0 (WATER),1,12-Sep-1983,0,0,1,0,0,0,12-Sep-1983,1,0,0,0
A,211,AB07NA0110,07NA,1 (LAKE),BARROW LAKE PROFILE AT CENTRE,JANUARY 1988,59.26167,-111.20111,0 (WATER),19,12-Sep-1983,0,0,19,0,0,0,12-Sep-1983,19,0,0,0
A,211,AB07NA0120,07NA,1 (LAKE),FLETCHER LAKE (L109): RAMP S2 COMPOSITE,JANUARY 1988. Alternate name: 84,59.11806,-110.81972,0 (WATER),21,12-Sep-1983,0,0,1,2,10,8,22-Aug-2017,21,16,0,0
A,211,AB07NA0130,07NA,1 (LAKE),FLETCHER LAKE (L109): RAMP S2 PROFILE AT CENTRE,Alternate name: 84  JANUARY 1988,59.12056,-110.81972,0 (WATER),169,12-Sep-1983,0,0,13,9,56,91,22-Aug-2017,164,0,0,0
A,211,AB07NA0140,07NA,1 (LAKE),BOCQUENE LAKE COMPOSITE,JANUARY 1988,59.48417,-111.11806,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NA0150,07NA,1 (LAKE),BOCQUENE LAKE PROFILE AT CENTRE,JANUARY 1988,59.48417,-111.11806,0 (WATER),19,13-Sep-1983,0,0,19,0,0,0,13-Sep-1983,19,0,0,0
A,211,AB07NA0160,07NA,1 (LAKE),UNNAMED LAKE COMPOSITE,JANUARY 1988,59.46028,-110.82389,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NA0170,07NA,1 (LAKE),UNNAMED LAKE PROFILE AT CENTRE,JANUARY 1988,59.46028,-110.82389,0 (WATER),4,13-Sep-1983,0,0,4,0,0,0,13-Sep-1983,4,0,0,0
A,211,AB07NA0180,07NA,1 (LAKE),UNNAMED LAKE - L108 (S. OF WOODMAN LAKE) COMPOSITE,,59.48556,-110.48194,0 (WATER),2,12-Sep-1983,0,0,1,1,0,0,12-Aug-1992,2,1,0,0
A,211,AB07NA0190,07NA,1 (LAKE),UNNAMED LAKE - L108 (S. OF WOODMAN LAKE) PROFILE AT CENTRE,,59.48556,-110.48194,0 (WATER),7,12-Sep-1983,0,0,3,4,0,0,12-Aug-1992,5,0,0,0
A,211,AB07NA0200,07NA,1 (LAKE),UNNAMED LAKE GRAB,THIRD PARTY SAMPLED APRIL 1988;,59.01667,-110.93333,0 (WATER),1,29-Jun-1974,0,1,0,0,0,0,29-Jun-1974,1,0,0,0
A,211,AB07NA0210,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.14917,-111.33139,0 (WATER),1,28-Aug-1978,0,1,0,0,0,0,28-Aug-1978,1,0,0,0
A,211,AB07NA0220,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.23639,-111.75833,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0230,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.22194,-112.01444,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0240,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.32389,-110.62639,0 (WATER),1,04-Sep-1978,0,1,0,0,0,0,04-Sep-1978,1,0,0,0
A,211,AB07NA0250,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.30944,-110.85639,0 (WATER),1,04-Sep-1978,0,1,0,0,0,0,04-Sep-1978,1,0,0,0
A,211,AB07NA0260,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.32389,-112.06389,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0270,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.46917,-111.14389,0 (WATER),1,28-Aug-1978,0,1,0,0,0,0,28-Aug-1978,1,0,0,0
A,211,AB07NA0280,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.42556,-111.94889,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0290,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.42556,-112.06389,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0300,07NA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.45472,-112.12139,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NA0310,07NA,1 (LAKE),UNNAMED LAKE (O-10): RAMP S5 COMPOSITE,Alternate name: 88,59.12423,-110.68666,0 (WATER),17,01-Aug-1999,0,0,0,1,8,8,22-Aug-2017,17,14,0,0
A,211,AB07NA0320,07NA,1 (LAKE),UNNAMED LAKE O10 PROFILE AT CENTRE,,59.14360,-110.68470,0 (WATER),36,05-Oct-2001,0,0,0,0,20,16,22-Aug-2017,34,0,0,0
A,211,AB07NA0330,07NA,1 (LAKE),UNNAMED LAKE (R1): RAMP S3 COMPOSITE,Alternate name: 90,59.19850,-110.68682,0 (WATER),19,01-Aug-1999,0,0,0,1,10,8,22-Aug-2017,19,16,0,0
A,211,AB07NA0340,07NA,1 (LAKE),UNNAMED LAKE (R1): RAMP S3 PROFILE AT CENTRE,Alternate name: 90,59.19850,-110.68680,0 (WATER),135,05-Oct-2001,0,0,0,0,63,72,22-Aug-2017,133,0,0,0
A,211,AB07NB0010,07NB,1 (LAKE),NORTH LELAND LAKE COMPOSITE,JANUARY 1988,59.95472,-111.00861,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NB0020,07NB,1 (LAKE),NORTH LELAND LAKE PROFILE AT CENTRE,JANUARY 1988,59.95472,-111.00861,0 (WATER),6,13-Sep-1983,0,0,6,0,0,0,13-Sep-1983,6,0,0,0
A,211,AB07NB0030,07NB,1 (LAKE),TULIP LAKE COMPOSITE,JANUARY 1988,59.90528,-111.15278,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NB0040,07NB,1 (LAKE),TULIP LAKE PROFILE AT CENTRE,JANUARY 1988,59.90528,-111.15278,0 (WATER),2,13-Sep-1983,0,0,2,0,0,0,13-Sep-1983,2,0,0,0
A,211,AB07NB0050,07NB,1 (LAKE),MYERS LAKE COMPOSITE,JANUARY 1988,59.68722,-111.26750,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NB0060,07NB,1 (LAKE),MYERS LAKE PROFILE AT CENTRE,JANUARY 1988,59.68722,-111.26750,0 (WATER),7,13-Sep-1983,0,0,7,0,0,0,13-Sep-1983,7,0,0,0
A,211,AB07NB0070,07NB,1 (LAKE),UNNAMED LAKE COMPOSITE,JANUARY 1988,59.76111,-110.77722,0 (WATER),1,13-Sep-1983,0,0,1,0,0,0,13-Sep-1983,1,0,0,0
A,211,AB07NB0080,07NB,1 (LAKE),UNNAMED LAKE PROFILE AT CENTRE,JANUARY 1988,59.76111,-110.77722,0 (WATER),5,13-Sep-1983,0,0,5,0,0,0,13-Sep-1983,5,0,0,0
A,211,AB07NB0090,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.46917,-112.26500,0 (WATER),1,27-Aug-1978,0,1,0,0,0,0,27-Aug-1978,1,0,0,0
A,211,AB07NB0100,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.55639,-110.88528,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0110,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.51278,-112.23611,0 (WATER),1,31-Aug-1978,0,1,0,0,0,0,31-Aug-1978,1,0,0,0
A,211,AB07NB0120,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.54194,-112.23611,0 (WATER),1,18-Jul-1978,0,1,0,0,0,0,18-Jul-1978,1,0,0,0
A,211,AB07NB0130,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.54194,-112.43750,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0140,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.61444,-110.56889,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0150,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.60000,-111.74750,0 (WATER),1,26-Aug-1978,0,1,0,0,0,0,26-Aug-1978,1,0,0,0
A,211,AB07NB0160,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.60000,-112.35111,0 (WATER),1,30-Aug-1978,0,1,0,0,0,0,30-Aug-1978,1,0,0,0
A,211,AB07NB0170,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.68722,-110.86528,0 (WATER),1,04-Sep-1978,0,1,0,0,0,0,04-Sep-1978,1,0,0,0
A,211,AB07NB0180,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.80361,-112.17250,0 (WATER),1,30-Aug-1978,0,1,0,0,0,0,30-Aug-1978,1,0,0,0
A,211,AB07NB0190,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.90528,-110.57472,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0200,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.84722,-110.92333,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0210,07NB,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.92000,-111.18472,0 (WATER),1,01-Sep-1978,0,1,0,0,0,0,01-Sep-1978,1,0,0,0
A,211,AB07NB0220,07NB,0 (RIVER OR STREAM),"SLAVE RIVER AT FITZGERALD, ALBERTA",Env Canada also has a station here,59.86917,-111.58583,0 (WATER),15,21-Jul-1997,0,0,0,6,9,0,05-Dec-2007,9,0,15,0
A,211,AB07OA0030,07OA,0 (RIVER OR STREAM),AMBER RIVER (ZAMA LAKE OUTFLOW) ABOVE CONFLUENCE WITH HAY RIVER,,58.81150,-118.76608,0 (WATER),5,20-Jul-2017,0,0,0,0,0,5,07-Mar-2018,5,5,0,0
A,211,AB07OA0030,07OA,0 (RIVER OR STREAM),AMBER RIVER (ZAMA LAKE OUTFLOW) ABOVE CONFLUENCE WITH HAY RIVER,,58.81150,-118.76608,97 (INVERTEBRATES),3,20-Jul-2017,0,0,0,0,0,3,29-Aug-2017,,,,
A,211,AB07OA0110,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.07306,-119.56278,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0120,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.08778,-119.06556,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0130,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.13111,-119.45222,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0140,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.20389,-119.09333,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0150,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.24750,-119.01028,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0160,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.21833,-119.94944,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0170,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.29083,-119.24361,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0180,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.30528,-119.68972,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0190,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.36333,-119.29917,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0200,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.42167,-119.21556,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0210,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.42167,-119.52250,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0220,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.58167,-119.18778,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0230,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.58167,-119.27139,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0240,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.65417,-118.86167,0 (WATER),1,19-Jul-1977,0,1,0,0,0,0,19-Jul-1977,1,0,0,0
A,211,AB07OA0250,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.68306,-119.14333,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0260,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.68306,-119.48139,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0270,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.74139,-118.58000,0 (WATER),1,22-Jul-1977,0,1,0,0,0,0,22-Jul-1977,1,0,0,0
A,211,AB07OA0280,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.74139,-119.11500,0 (WATER),1,20-Jul-1977,0,1,0,0,0,0,20-Jul-1977,1,0,0,0
A,211,AB07OA0290,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,58.84306,-118.83333,0 (WATER),1,22-Jul-1977,0,1,0,0,0,0,22-Jul-1977,1,0,0,0
A,211,AB07OA0300,07OA,1 (LAKE),UNNAMED LAKE (NO DESCRIP),THIRD PARTY SAMPLED,59.19194,-119.04111,0 (WATER),1,23-Jul-1977,0,1,0,0,0,0,23-Jul-1977,1,0,0,0
