SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
BC08ND0003,columbia,2015,PH,7.804166666666667,PH UNITS,ILLECILLEWAET RIVER AT PARK ENTRANCE,RIVIÈRE ILLECILLEWAET À L'ENTRÉE DU PARC,RIVER/RIVIÈRE,,,51.2138,-117.6958,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08ND0003,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.0006083333333333333,MG/L,ILLECILLEWAET RIVER AT PARK ENTRANCE,RIVIÈRE ILLECILLEWAET À L'ENTRÉE DU PARC,RIVER/RIVIÈRE,,,51.2138,-117.6958,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08ND0003,columbia,2015,SULPHATE DISSOLVED,8.466666666666667,MG/L,ILLECILLEWAET RIVER AT PARK ENTRANCE,RIVIÈRE ILLECILLEWAET À L'ENTRÉE DU PARC,RIVER/RIVIÈRE,,,51.2138,-117.6958,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08ND0003,columbia,2015,TEMPERATURE WATER,4.3545454545454545,DEG C,ILLECILLEWAET RIVER AT PARK ENTRANCE,RIVIÈRE ILLECILLEWAET À L'ENTRÉE DU PARC,RIVER/RIVIÈRE,,,51.2138,-117.6958,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08ND0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0029,columbia,2015,PH,8.12,PH,PEND D'OREILLE RIVER AT WANETA,RIVIÈRE PEND D'OREILLE À WANETA,RIVER/RIVIÈRE,,,49.0031,-117.6167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0029,columbia,2015,PH,7.98,PH UNITS,PEND D'OREILLE RIVER AT WANETA,RIVIÈRE PEND D'OREILLE À WANETA,RIVER/RIVIÈRE,,,49.0031,-117.6167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0029,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.00487,MG/L,PEND D'OREILLE RIVER AT WANETA,RIVIÈRE PEND D'OREILLE À WANETA,RIVER/RIVIÈRE,,,49.0031,-117.6167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0029,columbia,2015,SULPHATE DISSOLVED,5.346666666666667,MG/L,PEND D'OREILLE RIVER AT WANETA,RIVIÈRE PEND D'OREILLE À WANETA,RIVER/RIVIÈRE,,,49.0031,-117.6167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10MC0001,mackenzie,2015,PH,7.8675,PH,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10MC0001,mackenzie,2015,PH,8.395,PH UNITS,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL05CK0001,south_saskatchewan,2015,PH,8.276521739130434,PH UNITS,RED DEER RIVER NEAR BLINDLOSS,RIVIÈRE RED DEER PRÈS DE BLINDLOSS,RIVER/RIVIÈRE,,,50.9028,-110.2969,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
NW10MC0001,mackenzie,2015,SULPHATE DISSOLVED,73.8,MG/L,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08NE0029,columbia,2015,TEMPERATURE WATER,7.866666666666667,DEG C,PEND D'OREILLE RIVER AT WANETA,RIVIÈRE PEND D'OREILLE À WANETA,RIVER/RIVIÈRE,,,49.0031,-117.6167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0029/Projects/PYLTM/Regions/0?new_lang=fr,red
AL05BE0013,south_saskatchewan,2015,PH,8.21375,PH UNITS,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL06AD0001,churchill,2015,OXYGEN DISSOLVED,8.197,MG/L,BEAVER RIVER AT BEAVER CROSSING,RIVIÈRE BEAVER AU PASSAGE BEAVER,RIVER/RIVIÈRE,,,54.3542,-110.2119,NAD27,AB,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,green
AL05AD0005,south_saskatchewan,2015,TEMPERATURE WATER,11.066666666666668,DEG C,WATERTON RIVER,RIVIÈRE WATERTON,RIVER/RIVIÈRE,,,49.1139,-113.8389,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
BC08NE0001,columbia,2015,TEMPERATURE WATER,6.594736842105263,DEG C,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
AL11AA0003,missouri,2015,PHOSPHORUS TOTAL DISSOLVED,0.004416666666666667,MG/L,MILK RIVER AT EASTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.1242,-110.8942,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
YT10MD0001,mackenzie,2015,SULPHATE DISSOLVED,58.099999999999994,MG/L,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
AL11AA0003,missouri,2015,PH,8.386521739130433,PH UNITS,MILK RIVER AT EASTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.1242,-110.8942,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
AL11AA0003,missouri,2015,OXYGEN DISSOLVED,10.103636363636364,MG/L,MILK RIVER AT EASTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.1242,-110.8942,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
BC08NE0001,columbia,2015,SULPHATE DISSOLVED,10.575,MG/L,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
YT10MD0001,mackenzie,2015,TEMPERATURE WATER,9.8,DEG C,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
BC08NE0001,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.002490243902439024,MG/L,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0001,columbia,2015,PH,7.854000000000001,PH UNITS,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0001,columbia,2015,PH,7.982758620689655,PH,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0001,columbia,2015,CHLORIDE,0.6113333333333333,MG/L,COLUMBIA RIVER AT WANETA,FLEUVE COLUMBIA À WANETA,RIVER/RIVIÈRE,,,49.0161,-117.6039,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0001/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10EC0020,mackenzie,2015,PH,8.153333333333334,PH,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2015,PH,8.31,PH UNITS,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2015,PHOSPHORUS TOTAL DISSOLVED,0.0023333333333333335,MG/L,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2015,SULPHATE DISSOLVED,94.03333333333335,MG/L,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0020,mackenzie,2015,TEMPERATURE WATER,2.6333333333333333,DEG C,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EA0004,mackenzie,2015,PH,8.33,PH UNITS,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EA0004,mackenzie,2015,PH,8.023333333333333,PH,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL11AA0002,missouri,2015,TEMPERATURE WATER,9.83909090909091,DEG C,MILK RIVER AT WESTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0897,-112.4017,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
AL11AA0002,missouri,2015,SULPHATE DISSOLVED,143.76666666666668,MG/L,MILK RIVER AT WESTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0897,-112.4017,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
AL11AA0002,missouri,2015,PHOSPHORUS TOTAL DISSOLVED,0.004333333333333334,MG/L,MILK RIVER AT WESTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0897,-112.4017,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
AL11AA0002,missouri,2015,PH,8.475217391304348,PH UNITS,MILK RIVER AT WESTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0897,-112.4017,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
BC08NF0001,columbia,2015,PH,8.3225,PH UNITS,KOOTENAY RIVER AT KOOTENAY CROSSING,RIVIÈRE KOOTENAY À KOOTENAY CROSSING,RIVER/RIVIÈRE,,,50.8856,-116.0431,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NF0001,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.000575,MG/L,KOOTENAY RIVER AT KOOTENAY CROSSING,RIVIÈRE KOOTENAY À KOOTENAY CROSSING,RIVER/RIVIÈRE,,,50.8856,-116.0431,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NF0001,columbia,2015,SULPHATE DISSOLVED,9.183333333333334,MG/L,KOOTENAY RIVER AT KOOTENAY CROSSING,RIVIÈRE KOOTENAY À KOOTENAY CROSSING,RIVER/RIVIÈRE,,,50.8856,-116.0431,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NF0001,columbia,2015,TEMPERATURE WATER,4.663636363636363,DEG C,KOOTENAY RIVER AT KOOTENAY CROSSING,RIVIÈRE KOOTENAY À KOOTENAY CROSSING,RIVER/RIVIÈRE,,,50.8856,-116.0431,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
AL11AA0002,missouri,2015,OXYGEN DISSOLVED,10.493636363636364,MG/L,MILK RIVER AT WESTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0897,-112.4017,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
NW10EA0004,mackenzie,2015,PHOSPHORUS TOTAL DISSOLVED,0.002,MG/L,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC10DA0002,mackenzie,2015,PHOSPHORUS TOTAL DISSOLVED,0.0055,MG/L,Petitot River below Highway No. 77,Petitot River below Highway No. 77,RIVER/RIVIÈRE,,,59.98889,-122.95639,NAD83,BC,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,red
NW10EA0004,mackenzie,2015,SULPHATE DISSOLVED,48.9,MG/L,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
YT10MD0001,mackenzie,2015,PHOSPHORUS TOTAL DISSOLVED,0.002,MG/L,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
AL05AD0005,south_saskatchewan,2015,SULPHATE DISSOLVED,3.8685714285714288,MG/L,WATERTON RIVER,RIVIÈRE WATERTON,RIVER/RIVIÈRE,,,49.1139,-113.8389,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05AD0005,south_saskatchewan,2015,PHOSPHORUS TOTAL DISSOLVED,0.002428571428571429,MG/L,WATERTON RIVER,RIVIÈRE WATERTON,RIVER/RIVIÈRE,,,49.1139,-113.8389,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
NW10UF0002,arctic,2015,PH,7.0,PH UNITS,WEASEL RIVER NEAR THE MOUTH,RIVIÈRE WEASEL PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,66.3736,-65.4811,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
AL05AD0005,south_saskatchewan,2015,PH,8.305714285714286,PH UNITS,WATERTON RIVER,RIVIÈRE WATERTON,RIVER/RIVIÈRE,,,49.1139,-113.8389,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
SA06EA0003,churchill,2015,PHOSPHORUS TOTAL DISSOLVED,0.005,MG/L,CHURCHILL RIVER BELOW WASAWAKASIK,RIVIÈRE CHURCHILL EN AVAL DE WASAWAKASIK,RIVER/RIVIÈRE,,,55.6081,-102.1956,NAD27,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
SA06EA0003,churchill,2015,PH,7.8275,PH UNITS,CHURCHILL RIVER BELOW WASAWAKASIK,RIVIÈRE CHURCHILL EN AVAL DE WASAWAKASIK,RIVER/RIVIÈRE,,,55.6081,-102.1956,NAD27,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
SA06EA0003,churchill,2015,OXYGEN DISSOLVED,11.685,MG/L,CHURCHILL RIVER BELOW WASAWAKASIK,RIVIÈRE CHURCHILL EN AVAL DE WASAWAKASIK,RIVER/RIVIÈRE,,,55.6081,-102.1956,NAD27,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
AL05EF0003,north_saskatchewan,2015,TEMPERATURE WATER,8.099,DEG C,NORTH SASKATCHEWAN RIVER AT HWY 17,RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17,RIVER/RIVIÈRE,,,53.6014,-110.0083,NAD83,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05EF0003,north_saskatchewan,2015,SULPHATE DISSOLVED,54.574999999999996,MG/L,NORTH SASKATCHEWAN RIVER AT HWY 17,RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17,RIVER/RIVIÈRE,,,53.6014,-110.0083,NAD83,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
NW10VK0003,arctic,2015,SULPHATE DISSOLVED,18.5,MG/L,ABBE RIVER AT LAKE HAZEN,RIVIÈRE ABBE AU LAC HAZEN,RIVER/RIVIÈRE,,,81.84288,-70.92143,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
NW10EA0004,mackenzie,2015,TEMPERATURE WATER,5.466666666666666,DEG C,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL05DA0001,north_saskatchewan,2015,OXYGEN DISSOLVED,11.116363636363637,MG/L,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05DA0001,north_saskatchewan,2015,PH,8.129130434782608,PH UNITS,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05EF0003,north_saskatchewan,2015,PHOSPHORUS TOTAL DISSOLVED,0.007083333333333334,MG/L,NORTH SASKATCHEWAN RIVER AT HWY 17,RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17,RIVER/RIVIÈRE,,,53.6014,-110.0083,NAD83,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05EF0003,north_saskatchewan,2015,PH,8.218181818181819,PH UNITS,NORTH SASKATCHEWAN RIVER AT HWY 17,RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17,RIVER/RIVIÈRE,,,53.6014,-110.0083,NAD83,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
